frame,seed,policy,t_extract_ms,t_a1_ms,t_b2_norm_ms,t_infer_ms,t_knapsack_ms,t_selection_total_ms,t_cache_ms,actual_opt_ms,t_statestore_update_ms,t_render_and_overhead_ms,frame_wall_ms
24,43,error_only,0.322949000292283,0.316992000080063,0.07092600026226137,0.31716100056655705,0.5894670002817293,1.7158850005216664,0.0,0.0,0.270397000349476,6688.819393999438,6690.805676000309
25,43,error_only,0.41331500051455805,0.4004559996246826,0.0825870001790463,0.46429400026681833,0.6883779997224337,2.155319999474159,0.0,0.0,0.3140380003969767,6870.0693840000895,6872.538741999961
26,43,error_only,0.31699299961474026,0.30590599999413826,0.07392399948003003,0.3136790001008194,0.6320680004137103,1.7351139995298581,0.0,0.0,0.2990550001413794,6662.865551999857,6664.899720999529
27,43,error_only,0.3658149998955196,0.34933400002046255,0.07959599952300778,0.34655400031624595,0.8264629996119766,2.069746999950439,0.0,0.0,0.3090640002483269,6552.815426000052,6555.194237000251
28,43,error_only,0.3565899996829103,0.32635399929858977,0.07779700081300689,0.3047319996767328,0.6111989996497869,1.7704210004012566,0.0,0.0,0.2655400003277464,7003.338713999256,7005.374674999985
29,43,error_only,0.29350800014071865,0.357201999577228,0.15314000029320596,0.45172599948273273,0.6070069994166261,1.9607240001278115,0.0,0.0,0.29606299995066365,6909.609811999871,6911.86659899995
1,43,ours,0.31568000031256815,0.2985640003316803,0.2999560001626378,0.36586499936674954,0.5386999991969788,2.0553759995891596,0.0,0.0,0.24446999941574177,5656.502660001024,5658.802506000029
2,43,ours,0.34412300010444596,0.30872799925418803,0.3224869997211499,0.4617929998858017,0.6456850005633896,2.1865579992663697,0.0,0.0,0.3022619994226261,5475.0650130017675,5477.5538330004565
3,43,ours,0.2923809997810167,0.2796480002871249,0.2937419994850643,0.4068429998369538,0.6096189999880153,1.9694769998750417,0.0,0.0,0.2553410004111356,5552.489038999738,5554.713857000024
4,43,ours,0.3265550003561657,0.3307249999124906,0.33398799951100955,0.35281100008432986,0.6158819996926468,2.066800999273255,0.0,0.0,0.2877389997593127,5624.1882270014685,5626.542767000501
5,43,ours,0.2951870001197676,0.30994799999461975,0.2919270000347751,0.3836570003841189,0.6058910003048368,1.9886279997081147,0.0,0.0,0.24965699958556797,5853.111023001475,5855.349308000768
6,43,ours,0.288442000055511,0.3162809998684679,0.30739499925402924,0.3905670000676764,0.5979260004096432,1.998136000111117,0.0,0.0,0.2605540003060014,5850.807636998979,5853.066326999397
7,43,ours,0.33773199993447633,0.3187909996995586,0.3453680001257453,0.4229950000080862,0.672963999932108,2.2060229994167457,0.0,0.0,0.2890979994845111,5749.690965000809,5752.1860859997105
8,43,ours,0.3497020006761886,0.3109970002697082,0.3310350002720952,0.4176559996267315,0.5611639999187901,2.075822999358934,0.0,0.0,0.2912130003096536,5951.227225000366,5953.594261000035
9,43,ours,0.3547810001691687,0.29776500014122576,0.38792199939052807,0.41844099996524164,0.6038330002411385,2.164513000025181,0.0,0.0,0.318585999593779,5914.595399999598,5917.078498999217
10,43,ours,0.3409450000617653,0.3553750002538436,0.37453900040418375,0.4482609992919606,0.6004880006003077,2.2334889999910956,0.0,0.0,0.30119699931674404,5988.109381000868,5990.644067000176
11,43,ours,0.3474360000836896,0.34506299925851636,0.3552799998942646,0.4305080001358874,0.6023300002198084,2.1840180006620358,0.0,0.0,0.29568999980256194,6038.134708000143,6040.614416000608
12,43,ours,0.350890999470721,0.3223949997845921,0.3520910004226607,0.44013899969286285,0.5958369993095403,2.162359999601904,0.0,0.0,0.304629999845929,6067.8299510000215,6070.296940999469
13,43,ours,0.35783800012723077,0.31883300016488647,0.3520399995977641,0.4300029995647492,0.5753140003434964,2.1331930001906585,0.0,0.0,1.2426120001691743,6108.948998999949,6112.324804000309
14,43,ours,0.476432000141358,0.3600780000851955,0.40552700011176057,0.5417259999376256,0.7160320001275977,2.6292819993614103,0.0,0.0,0.4278780006643501,6272.057501000745,6275.114661000771
15,43,ours,0.33482700018794276,0.31491499976255,0.37961600082780933,0.433727000199724,0.6614100002479972,2.2229539999898407,0.0,0.0,0.3022860000783112,6358.753565999905,6361.278805999973
16,43,ours,0.3466400003162562,0.31233499976224266,0.38223000046855304,0.447472999439924,0.6826310000178637,2.2763420001865597,0.0,0.0,0.2980230001412565,6235.4937979998795,6238.068163000207
17,43,ours,0.34756100012600655,0.33497100048407447,0.38855000002513407,0.4238720002831542,0.7033450001472374,2.29289599974436,0.0,0.0,0.29150000045774505,6268.2640139992145,6270.848409999417
18,43,ours,1.2338629994701478,0.3309980002086377,0.4057240003021434,0.34497999968152726,0.721825000255194,3.1387470007757656,0.0,0.0,0.29433100007736357,6382.3908089989345,6385.823886999788
19,43,ours,0.3214819998902385,0.31257800037565175,0.350651999724505,0.4017960000055609,0.68047500008106,2.1591129998341785,0.0,0.0,0.2648290001161513,6345.060425000156,6347.484367000106
20,43,ours,0.34289899940631585,0.31861599927651696,0.37326899928302737,0.4396860003907932,0.795590999587148,2.366583999901195,0.0,0.0,0.26630699994711904,6450.725902000158,6453.358793000007
21,43,ours,0.34836499980883673,0.3193700003976119,0.40462899960402865,0.4174759997113142,0.7739630000287434,2.3629919996892568,0.0,0.0,0.2920120005001081,6448.565366999901,6451.22037100009
22,43,ours,0.41406499985896517,0.33603199972276343,0.42318200030422304,0.5216080007812707,0.7627900004081312,2.5706960004754364,0.0,0.0,0.32837799972185167,6385.06811499974,6387.967188999937
23,43,ours,0.3781499999604421,0.33096100014518015,0.41434599916101433,0.4519419999269303,0.7728179998593987,2.444501999889326,0.0,0.0,0.30951000007917173,6507.929261999379,6510.683273999348
24,43,ours,0.3414510001675808,0.34852099997806363,0.417101000493858,0.4201889996693353,0.8086819998425199,2.437563999592385,0.0,0.0,0.29681299929507077,6731.907869001589,6734.642246000476
25,43,ours,0.3181219999532914,0.33806899955379777,0.3616579997469671,0.3956439995818073,0.7152749994929763,2.2293470001386595,0.0,0.0,0.2546679997976753,6676.623631000439,6679.107646000375
26,43,ours,0.3741999998965184,0.33242800054722466,0.409095999202691,0.43068300055892905,0.8645400002933457,2.518627999961609,0.0,0.0,0.3318879998914781,6766.72199099994,6769.572506999793
27,43,ours,0.32931999976426596,0.32409600044047693,0.3859070002363296,0.33402899953216547,0.8005869995031389,2.2716980001860065,0.0,0.0,0.28394499986461597,6857.533512000373,6860.0891550004235
28,43,ours,0.3815260006376775,0.3503139996610116,0.4454629997781012,0.36985899987485027,0.9182010007862118,2.572127999883378,0.0,0.0,0.33904500014614314,7402.491891999489,7405.403064999518
29,43,ours,0.29644599999301136,0.3732780005520908,0.47990199982450576,0.48998000056599267,0.9472129995629075,2.696542000194313,0.0,0.0,0.32639799974276684,6686.355802000435,6689.378742000372
1,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20240499998180894,5343.475548999777,5343.677953999759
2,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24461399971187348,5496.076860999892,5496.321474999604
3,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2841139994416153,5550.66583900043,5550.949952999872
4,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30105699988780543,5869.754018000094,5870.055074999982
5,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26330899981985567,5884.442130000025,5884.705438999845
6,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26931199954560725,5826.7298030004895,5826.999115000035
7,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24786099947959883,5715.271224000389,5715.519084999869
8,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28086300062568625,5934.87745999937,5935.158322999996
9,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3027890006706002,6051.309737998963,6051.612526999634
10,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2791740007523913,6043.21629199876,6043.495465999513
11,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27837900051963516,5904.434404998938,5904.712783999457
12,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3531180000209133,6079.767044999244,6080.120162999265
13,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30088099993008655,6308.239269999831,6308.540150999761
14,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29259799975989154,6373.741502000485,6374.0341000002445
15,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33747500037861755,6192.473795000296,6192.811270000675
16,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31415400007972494,6416.406557999835,6416.720711999915
17,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30057500043767504,6652.310116999615,6652.610692000053
18,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2936040000349749,6450.553689000117,6450.847293000152
19,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30683000022690976,6677.485412999886,6677.792243000113
20,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3916670002581668,6872.028038999815,6872.419706000073
21,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317429999995511,6829.769614000725,6830.08704400072
22,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28420199942047475,6788.588501000049,6788.87270299947
23,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3168920002281084,6462.676248999742,6462.99314099997
24,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2800530003005406,6842.05810200001,6843.3381550003105
25,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2868840001610806,6618.585782000082,6618.872666000243
26,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26062599954457255,6667.165693000243,6667.426318999787
27,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2848940002877498,6344.399522999993,6344.6844170002805
28,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3219049995095702,6779.268409000906,6779.590314000416
29,44,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2621419998831698,6850.981032999698,6851.243174999581
1,44,error_only,0.4297140003473032,0.32573599946772447,0.06692799979646225,0.4016209995825193,0.49134299933939474,1.8273279993081815,0.0,0.0,0.32199499946727883,5595.875656001226,5598.024979000002
2,44,error_only,0.3113080001639901,0.28225700043549296,0.05720300032407977,0.2950649995909771,0.434737999967183,1.4824309992036433,0.0,0.0,0.2637799998410628,5806.544016000771,5808.290226999816
3,44,error_only,0.3093630002695136,0.3257530006521847,0.05867000072612427,0.29708200054301415,0.44375600009516347,1.523139999335399,0.0,0.0,0.3145499995298451,5851.157905000946,5852.995594999811
4,44,error_only,0.3293959998700302,0.29926800016255584,0.05912300002819393,0.3119789998891065,0.44434499977796804,1.5448349995494937,0.0,0.0,0.2871090000553522,5941.447464000703,5943.279408000308
5,44,error_only,0.3634569993664627,0.3162259999953676,0.07166999967012089,0.3587830005926662,0.5014079997636145,1.7349140007354436,0.0,0.0,0.3281480003352044,5887.796368999261,5889.859431000332
6,44,error_only,0.35010800002055475,0.2842500007318449,0.060645999838015996,0.32690299940441037,0.4829500003324938,1.6060779998952057,0.0,0.0,0.2872600007322035,5866.105334999702,5867.998673000329
7,44,error_only,0.3338699998494121,0.3099470004599425,0.06481900072685676,0.3191820005667978,0.5160269993211841,1.6404410007453407,0.0,0.0,0.3033220000361325,5978.355147999537,5980.298911000318
8,44,error_only,0.3307919996586861,0.318117999995593,0.06348799979605246,0.3263489998062141,0.4868599999099388,1.6398360003222479,0.0,0.0,0.2802319995680591,6162.112983000043,6164.033050999933
9,44,error_only,0.3353299998707371,0.2792610002870788,0.06820300040999427,0.31599599969922565,0.4749999998239218,1.5735030001451378,0.0,0.0,0.2663650002432405,6124.99913999909,6126.839007999479
10,44,error_only,0.3345159993841662,0.3033819994016085,0.06566699994436931,0.32328399993275525,0.4913120001219795,1.6216020003412268,0.0,0.0,0.27776100068876985,5796.499046999088,5798.398410000118
11,44,error_only,0.3685869996843394,0.3449619998718845,0.07328599986067275,0.34400900040054694,0.5490860003192211,2.5710190002428135,0.0,0.0,0.3164330000799964,6312.561609000113,6315.449061000436
12,44,error_only,0.41877700004988583,0.35890099934476893,0.0757589996283059,0.3761320003832225,0.6951309997020871,2.044773999841709,0.0,0.0,0.5133499998919433,6287.7877270011595,6290.345851000893
13,44,error_only,0.3708379999807221,0.3026529993803706,0.07047599956422346,0.3570259996195091,0.5152549992999411,1.7174820004584035,0.0,0.0,0.29304000054253265,6218.329994998385,6220.340516999386
14,44,error_only,0.35699700038094306,0.31147400022746297,0.07908600036898861,0.3700659999594791,0.5932060003033257,1.8203529998572776,0.0,0.0,0.3551739991962677,6455.4284620016915,6457.603989000745
15,44,error_only,0.3716669998539146,0.34201800008304417,0.07586500032630283,0.34074300037900684,0.5995060000714147,1.836310000726371,0.0,0.0,0.30653999965579715,6478.439501999674,6480.582352000056
16,44,error_only,0.3443400000833208,0.3241320000597625,0.07112500043149339,0.31621299967810046,0.5463670004246524,1.7130149999502464,0.0,0.0,0.26206699931208277,6274.505277000571,6276.480358999834
17,44,error_only,0.3474349996395176,0.3517699997246382,0.07251199986058054,0.32525299957342213,0.6450070004575537,1.8441419997543562,0.0,0.0,0.29140500009816606,6369.084949999888,6371.22049699974
18,44,error_only,0.3563840000424534,0.2963980005006306,0.07126200034690555,0.31330699948739493,0.5316399992807419,1.673968000432069,0.0,0.0,0.27288599994790275,6525.126540999736,6527.073395000116
19,44,error_only,0.34498399963922566,0.29080900003464194,0.06698800007143291,0.2898740003729472,0.5347269998310367,1.6290590001517558,0.0,0.0,0.26183799946011277,6382.582586999888,6384.4734839995
20,44,error_only,0.40530999922339106,0.42108500019821804,0.07430400000885129,0.4566269999486394,0.5666269998982898,2.034518999607826,0.0,0.0,0.29856899982405594,6523.903446000986,6526.236534000418
21,44,error_only,0.37925600008748006,0.3334009998070542,0.08320199958689045,0.3084169993599062,0.6808739999542013,1.8854930003726622,0.0,0.0,0.298661999295291,6486.907529000746,6489.091684000414
22,44,error_only,0.3834979997918708,0.36640600046666805,0.07936600013636053,0.3857299998344388,0.6694360008623335,2.3419440003635827,0.0,0.0,0.3882529999827966,6610.91703799957,6613.647234999917
23,44,error_only,0.3795890006585978,0.3828409999186988,0.07866499981901143,0.5080150003777817,0.6385550004779361,2.0932320003339555,0.0,0.0,0.33406100010324735,6675.439878000361,6677.867171000798
24,44,error_only,0.3575210002964013,0.35475200002110796,0.08336999962921254,0.34590399991429877,0.6424529992727912,1.8881360001614667,0.0,0.0,0.3265850000389037,6611.698015000002,6613.912736000202
25,44,error_only,0.3554639997673803,0.3582660001484328,0.08195800000976305,0.33265900037804386,0.6705200003125356,2.846046999366081,0.0,0.0,0.2890940004363074,6836.924136000562,6840.059277000364
26,44,error_only,0.3588460003811633,0.34429700008331565,0.08070200055954047,0.3650329999800306,0.6035249998603831,2.062008000393689,0.0,0.0,0.273943000138388,6626.030508999975,6628.366460000507
27,44,error_only,0.3986100000474835,0.36421000004338566,0.07917199945950415,0.3535030000421102,0.6750559996362426,1.9807130001936457,0.0,0.0,0.34721099927992327,7058.318801000496,7060.64672499997
28,44,error_only,0.413490000028105,0.3672929997264873,0.08362600055988878,0.3669699999591103,0.7126020000214339,2.0507160006673075,0.0,0.0,0.3212869996787049,7189.188570999249,7191.560573999595
29,44,error_only,0.2829949999068049,0.353864999851794,0.09071099975699326,0.3103400003965362,0.7129729992811917,1.8523349999668426,0.0,0.0,1.3068059997749515,6873.7765370005945,6876.935678000336
1,44,ours,0.3782820003834786,0.2948890005427529,0.32419000035588397,0.41190299998561386,0.47650600026827306,1.985066000088409,0.0,0.0,0.2580189993750537,5582.723137000357,5584.966221999821
2,44,ours,0.34611199953360483,0.28442700022424106,0.2874960000553983,0.42756299990287516,0.6119700001363526,2.0502709994616453,0.0,0.0,0.2830399998856592,5609.5067740006925,5611.84008500004
3,44,ours,0.3140239996355376,0.3118659997198847,0.3251289999752771,0.3261120000388473,0.713227999767696,2.0879300000160583,0.0,0.0,0.3282899997429922,5841.8636630003675,5844.279883000127
4,44,ours,0.3835789993900107,0.30403199980355566,0.35274599940748885,0.3689189998112852,0.7659899993086583,2.5468060002822313,0.0,0.0,0.329602999954659,5954.148531999635,5957.024940999872
5,44,ours,0.3531419997671037,0.3228999994462356,0.3092179995292099,0.4261429994585342,0.6522430003315094,2.166459999898507,0.0,0.0,0.30487699950754177,5822.2168790007345,5824.6882160001405
6,44,ours,0.35528100033843657,0.3281380004409584,0.3098279994446784,0.4277739999452024,0.6690509999316419,2.203596999606816,0.0,0.0,0.29792100031045265,5818.594274999668,5821.095792999586
7,44,ours,0.3478400003587012,0.2995969998664805,0.3346480007166974,0.4459629999473691,0.6886549999762792,2.2281050005403813,0.0,0.0,0.27891799982171506,5745.912687999407,5748.419710999769
8,44,ours,0.3293310001026839,0.29471600009856047,0.3066460003537941,0.4167440001765499,0.6770709996999358,2.1235109998087864,0.0,0.0,0.26592799986246973,5897.963623000578,5900.353062000249
9,44,ours,0.3011110002262285,0.30250000054365955,0.31602200033375993,0.3995710003437125,0.6948350001039216,2.1076689999972587,0.0,0.0,0.25372900017828215,5920.583506999719,5922.944904999895
10,44,ours,0.33962100042117527,0.32270000065182103,0.36674600050901063,0.42092299918294884,0.7833089994164766,2.33254799968563,0.0,0.0,0.3086460001213709,6044.820054000411,6047.461248000218
11,44,ours,0.3417190000618575,0.30945399976189947,0.3658539999378263,0.4403040002216585,0.8248909998656018,2.377036000325461,0.0,0.0,0.30446499931713333,6100.10459500063,6102.786096000273
12,44,ours,0.3957819999413914,0.34651399982976727,0.3775950008275686,0.47622300007788,0.8478820000163978,2.5452599993514013,0.0,0.0,0.34428700018906966,6226.398925000467,6229.2884720000075
13,44,ours,0.3293919999123318,0.30970500029070536,0.3338939995956025,0.41214600059902295,0.7560169997304911,2.2447100000135833,0.0,0.0,0.29873699986637803,6197.254476000126,6199.7979230000055
14,44,ours,0.3466539992587059,0.3020040003320901,0.36414099940884626,0.33268700008193264,0.7495909994759131,2.192743000705377,0.0,0.0,0.31942999976308784,6301.313974999175,6303.826147999644
15,44,ours,0.3843079994112486,0.3210849999959464,0.34807599968189606,0.32909899982769275,0.7641940001121839,2.244985999823257,0.0,0.0,0.31453100018552504,6421.047797999563,6423.607314999572
16,44,ours,0.39883400040707784,0.3070500006288057,0.33897000048455084,0.46653099980176194,0.8017239997570869,2.426242000183265,0.0,0.0,0.3268959999331855,6263.8259850000395,6266.579123000156
17,44,ours,0.35621499955595937,0.30107399925327627,0.33862799955386436,0.4032730003018514,0.8900940001694835,2.3817549999876064,0.0,0.0,0.26608799998939503,6305.154323000352,6307.802166000329
18,44,ours,0.35421899974608095,0.35285099966131384,0.384148000193818,0.4411950003486709,0.9116840001297533,2.5545890002831584,0.0,0.0,0.34254399997735163,6547.677779999503,6550.574912999764
19,44,ours,0.38099799985502614,0.33363100010319613,0.3758590000870754,0.4269049995855312,0.8312919999298174,2.4491510002917494,0.0,0.0,0.30280200007837266,6269.078595999417,6271.830548999787
20,44,ours,0.3295010001238552,0.31453300016437424,0.3598420007620007,0.40509100017516175,0.8380149993172381,2.3394549998556613,0.0,0.0,0.26621800043358235,6487.822583999332,6490.428256999621
21,44,ours,0.3672540005936753,0.3102910004599835,0.39276200004678685,0.4156660006628954,0.8541070001228945,2.436105000015232,0.0,0.0,0.2924609998444794,6711.33860000009,6714.06716599995
22,44,ours,0.35033499989367556,0.31685100020695245,0.4006569997727638,0.36956100029783556,0.9047819994520978,2.548180000303546,0.0,0.0,0.30025900014152285,6694.607411999641,6697.455851000086
23,44,ours,0.3758290004043374,0.35886699970433256,0.4420239993123687,0.33738199999788776,0.9997990000556456,2.6116449998880853,0.0,0.0,0.3124009999737609,6815.992914000162,6818.916960000024
24,44,ours,0.3308380000817124,0.314238000100886,0.4176559996267315,0.28545799978019204,0.8832979992803303,2.324910999959684,0.0,0.0,0.29040000026725465,6648.707413999546,6651.322724999773
25,44,ours,0.43547499990381766,0.35149199993611546,0.38699600008840207,0.47867600005702116,0.8940870002334123,2.650926000569598,0.0,0.0,0.3310590000182856,6425.816410999687,6428.798396000275
26,44,ours,0.4315019996283809,0.3348759992150008,0.46480499986500945,0.4912120002700249,1.1657470004138304,3.000428999257565,0.0,0.0,0.33842899938463233,6553.084605001459,6556.423463000101
27,44,ours,0.35917900004278636,0.3559160004442674,0.38193399996089283,0.4109430001335568,0.8662649997859262,2.4727680001888075,0.0,0.0,0.27575700005399995,6708.701901000495,6711.450426000738
28,44,ours,0.38952599970798474,0.3627480000432115,0.44060999971407,0.3546779998941929,0.9963800002878997,2.646137999363418,0.0,0.0,1.2397850005072542,6653.120172999479,6657.00609599935
29,44,ours,0.4165499994996935,0.3965169998991769,0.41310400047223084,0.5912070000704261,1.0153530001844047,2.9624469998452696,0.0,0.0,0.3575979999368428,6992.70783800057,6996.027883000352
1,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26793199958774494,5674.25009300041,5674.518024999998
2,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26728200009529246,5478.4880980005255,5478.755380000621
3,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39841499983594986,5642.721512000207,5643.119927000043
4,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29986600020492915,5894.501103999573,5894.800969999778
5,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3020109998033149,5678.033266999591,5678.335277999395
6,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28925500009790994,5756.603928999539,5756.893183999637
7,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2883260003727628,5933.10094699973,5933.389273000103
8,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42925899924739497,5726.339258000735,5726.768516999982
9,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252362000537687,6063.459309999416,6063.711671999954
10,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3094670000791666,6314.243427999827,6314.552894999906
11,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2875579993997235,5965.698278000673,5965.985836000073
12,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33638300010352395,6270.656858999246,6270.993241999349
13,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35022300016862573,6280.970994999734,6281.321217999903
14,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30298399997263914,6331.153582999832,6331.456566999805
15,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27283300005365163,6369.201220999457,6369.474053999511
16,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2618929993332131,6323.633589000565,6323.895481999898
17,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29737000022578286,6258.03381500009,6258.331185000316
18,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3392950002307771,6612.920152999322,6613.259447999553
19,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28382299933582544,6639.442623000832,6639.726446000168
20,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2655709995451616,6566.384769000251,6566.650339999796
21,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28515399935713504,6464.643034000801,6464.928188000158
22,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2624789995024912,6464.954675000627,6465.217154000129
23,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27923600009671645,6472.89157799969,6473.170813999786
24,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2717580000535236,6538.87584199947,6539.147599999524
25,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2679070003068773,6852.386993999971,6852.654901000278
26,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2815769994413131,6930.888883000989,6931.1704600004305
27,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26280400015821215,6572.223463000228,6572.486267000386
28,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3041500003746478,6832.064977998925,6832.3691279993
29,45,no_op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28469000062614214,7015.042034999169,7015.326724999795
1,45,error_only,0.39343299977190327,0.3127210002276115,0.06598199979634956,0.3729879999809782,0.43320999975549057,1.6834230000313255,0.0,0.0,0.26061399967147736,5316.722859000038,5318.6668959997405
2,45,error_only,0.2985560004162835,0.3188260006936616,0.0599470004090108,0.29148000066925306,0.42420299996592803,1.4787869995416258,0.0,0.0,0.32764000025053974,5809.4888000005085,5811.295227000301
3,45,error_only,0.32318300054612337,0.3059029995711171,0.0640560001556878,0.3214839998690877,0.48270600018440746,1.5949200005707098,0.0,0.0,0.3077749997828505,5848.670780000248,5850.573475000601
4,45,error_only,0.40782999985822244,0.3717219997270149,0.09096600024349755,0.38032399970688857,0.5469970001286129,1.9226180002078763,0.0,0.0,0.3596839997044299,5914.424929999768,5916.7072319996805
5,45,error_only,0.32458899931953056,0.3091429998676176,0.06728500011377037,0.2737969998634071,0.45795500045642257,1.5328939998653368,0.0,0.0,0.26603000060276827,5918.963971999801,5920.762896000269
6,45,error_only,0.3484030003164662,0.29164800071157515,0.06154099992272677,0.3458640003373148,0.4625949995897827,1.609719999578374,0.0,0.0,0.27941799999098293,5687.450183000692,5689.339321000261
7,45,error_only,0.37509799949475564,0.3175149995513493,0.0676199997542426,0.3644300004452816,0.5290290000630193,1.7691170005491585,0.0,0.0,0.30642500041722087,5954.435872999056,5956.511415000023
8,45,error_only,0.38082100036263,0.3175020001435769,0.07315199945878703,0.38428299922088627,0.5385969998314977,1.8172130003222264,0.0,0.0,1.3311709999470622,5898.7247390004995,5901.873123000769
9,45,error_only,0.3343299995322013,0.30255099954956677,0.07049399937386625,0.33004500073730014,0.5254249999779859,2.3974349996933597,0.0,0.0,0.28284000018174993,5899.399797000115,5902.08007199999
10,45,error_only,0.35489400033839047,0.33140100003947737,0.06977900011406746,0.32829900010256097,0.5431060008049826,1.736490999974194,0.0,0.0,0.30297200009954395,6145.967281000594,6148.006744000668
11,45,error_only,0.32933599959505955,0.3207099998689955,0.06970199956413126,0.3214509997633286,0.5345839999790769,1.666176000071573,0.0,0.0,0.28994599961151835,6135.940108000796,6137.896230000479
12,45,error_only,0.3555899993443745,0.3034249994016136,0.06447600026149303,0.31629200020688586,0.5074390001027496,1.6414410001743818,0.0,0.0,0.2806699994835071,6132.352883000749,6134.274994000407
13,45,error_only,0.3410099998291116,0.3378079991307459,0.06566299998667091,0.31020899950817693,0.4996269999537617,1.6493960001753294,0.0,0.0,0.28205000035086414,6107.248853999408,6109.1802999999345
14,45,error_only,0.33445799999753945,0.30293200052256,0.06259699966904009,0.2863019999495009,0.5162259994904161,1.6284180001093773,0.0,0.0,0.26925099973595934,6015.8395150001525,6017.737183999998
