policy,seed,frame,psnr,actual_opt_ms,n_selected
ours,45,4,13.119497299194336,0.0,0
ours,45,5,12.955516576766968,0.0,0
ours,45,6,12.882269620895386,0.0,0
ours,45,7,12.835240364074707,0.0,0
ours,45,8,12.832520008087158,0.0,0
ours,45,9,12.782199382781982,0.0,0
ours,45,10,12.71302580833435,0.0,0
ours,45,11,12.644164562225342,0.0,0
ours,45,12,12.525935173034668,0.0,0
ours,45,13,12.350232601165771,0.0,0
ours,45,14,12.223854064941406,0.0,0
ours,45,15,12.089841365814209,0.0,0
ours,45,16,11.974178552627563,0.0,0
ours,45,17,11.937025785446167,0.0,0
ours,45,18,11.809958219528198,0.0,0
ours,45,19,11.737536191940308,0.0,0
ours,45,20,11.719930171966553,0.0,0
ours,45,21,11.652665138244629,0.0,0
ours,45,22,11.638853549957275,0.0,0
ours,45,23,11.655116081237793,0.0,0
ours,45,24,11.736602783203125,0.0,0
ours,45,25,11.83911681175232,0.0,0
ours,45,26,11.868456602096558,0.0,0
ours,45,27,11.97223424911499,0.0,0
ours,45,28,12.150472402572632,0.0,0
ours,45,29,12.152512073516846,0.0,0
random,45,1,13.458311557769775,0.0,0
random,45,2,13.42281460762024,0.0,0
random,45,3,13.293894529342651,0.0,0
random,45,4,13.113763332366943,0.0,0
random,45,5,12.94180154800415,0.0,0
random,45,6,12.879245281219482,0.0,0
random,45,7,12.83323884010315,0.0,0
random,45,8,12.8342604637146,0.0,0
random,45,9,12.778007984161377,0.0,0
random,45,10,12.69904375076294,0.0,0
random,45,11,12.634918689727783,0.0,0
random,45,12,12.517591714859009,0.0,0
random,45,13,12.340091466903687,0.0,0
random,45,14,12.217862606048584,0.0,0
random,45,15,12.089232206344604,0.0,0
random,45,16,11.97551965713501,0.0,0
random,45,17,11.92786693572998,0.0,0
random,45,18,11.799248456954956,0.0,0
random,45,19,11.726176738739014,0.0,0
random,45,20,11.708484888076782,0.0,0
random,45,21,11.645632982254028,0.0,0
random,45,22,11.62517786026001,0.0,0
random,45,23,11.650371551513672,0.0,0
random,45,24,11.737228631973267,0.0,0
random,45,25,11.837095022201538,0.0,0
random,45,26,11.861647367477417,0.0,0
random,45,27,11.962758302688599,0.0,0
random,45,28,12.138450145721436,0.0,0
random,45,29,12.136807441711426,0.0,0
grad_norm,45,1,13.458311557769775,0.0,0
grad_norm,45,2,13.424651622772217,0.0,0
grad_norm,45,3,13.295997381210327,0.0,0
grad_norm,45,4,13.118926286697388,0.0,0
grad_norm,45,5,12.960010766983032,0.0,0
grad_norm,45,6,12.89075255393982,0.0,0
grad_norm,45,7,12.839471101760864,0.0,0
grad_norm,45,8,12.831436395645142,0.0,0
grad_norm,45,9,12.79050588607788,0.0,0
grad_norm,45,10,12.711167335510254,0.0,0
grad_norm,45,11,12.643784284591675,0.0,0
grad_norm,45,12,12.526803016662598,0.0,0
grad_norm,45,13,12.353085279464722,0.0,0
grad_norm,45,14,12.223944664001465,0.0,0
grad_norm,45,15,12.086384296417236,0.0,0
grad_norm,45,16,11.969306468963623,0.0,0
grad_norm,45,17,11.921447515487671,0.0,0
grad_norm,45,18,11.792269945144653,0.0,0
grad_norm,45,19,11.724467277526855,0.0,0
grad_norm,45,20,11.709778308868408,0.0,0
grad_norm,45,21,11.641600131988525,0.0,0
grad_norm,45,22,11.623600721359253,0.0,0
grad_norm,45,23,11.644561290740967,0.0,0
grad_norm,45,24,11.736533641815186,0.0,0
grad_norm,45,25,11.845207214355469,0.0,0
grad_norm,45,26,11.88774824142456,0.0,0
grad_norm,45,27,11.99431300163269,0.0,0
grad_norm,45,28,12.167013883590698,0.0,0
grad_norm,45,29,12.166451215744019,0.0,0
importance,45,1,13.458311557769775,0.0,0
importance,45,2,13.426816463470459,0.0,0
importance,45,3,13.301541805267334,0.0,0
importance,45,4,13.119375705718994,0.0,0
importance,45,5,12.948867082595825,0.0,0
importance,45,6,12.878333330154419,0.0,0
importance,45,7,12.824540138244629,0.0,0
importance,45,8,12.823060750961304,0.0,0
importance,45,9,12.771778106689453,0.0,0
importance,45,10,12.703752517700195,0.0,0
importance,45,11,12.636878490447998,0.0,0
importance,45,12,12.510396242141724,0.0,0
importance,45,13,12.335177659988403,0.0,0
importance,45,14,12.206194400787354,0.0,0
importance,45,15,12.078046798706055,0.0,0
importance,45,16,11.964240074157715,0.0,0
importance,45,17,11.917051076889038,0.0,0
importance,45,18,11.796214580535889,0.0,0
importance,45,19,11.727515459060669,0.0,0
importance,45,20,11.7133629322052,0.0,0
importance,45,21,11.646016836166382,0.0,0
importance,45,22,11.62692666053772,0.0,0
importance,45,23,11.647377014160156,0.0,0
importance,45,24,11.739906072616577,0.0,0
importance,45,25,11.844115257263184,0.0,0
importance,45,26,11.864427328109741,0.0,0
importance,45,27,11.967407464981079,0.0,0
importance,45,28,12.145203351974487,0.0,0
importance,45,29,12.14576244354248,0.0,0
no_op,46,1,13.458311557769775,0.0,0
no_op,46,2,13.424041271209717,0.0,0
no_op,46,3,13.293827772140503,0.0,0
no_op,46,4,13.111381530761719,0.0,0
no_op,46,5,12.942665815353394,0.0,0
no_op,46,6,12.878772020339966,0.0,0
no_op,46,7,12.828407287597656,0.0,0
no_op,46,8,12.822569608688354,0.0,0
no_op,46,9,12.78154969215393,0.0,0
no_op,46,10,12.69740343093872,0.0,0
no_op,46,11,12.630598545074463,0.0,0
no_op,46,12,12.511519193649292,0.0,0
no_op,46,13,12.337585687637329,0.0,0
no_op,46,14,12.213010787963867,0.0,0
no_op,46,15,12.076640129089355,0.0,0
no_op,46,16,11.96313738822937,0.0,0
no_op,46,17,11.918646097183228,0.0,0
no_op,46,18,11.796009540557861,0.0,0
no_op,46,19,11.732639074325562,0.0,0
no_op,46,20,11.718099117279053,0.0,0
no_op,46,21,11.648114919662476,0.0,0
no_op,46,22,11.631530523300171,0.0,0
no_op,46,23,11.65624737739563,0.0,0
no_op,46,24,11.750439405441284,0.0,0
no_op,46,25,11.861845254898071,0.0,0
no_op,46,26,11.885824203491211,0.0,0
no_op,46,27,11.987464427947998,0.0,0
no_op,46,28,12.158315181732178,0.0,0
no_op,46,29,12.154546976089478,0.0,0
error_only,46,1,13.465389013290405,14.603137969970703,7
error_only,46,2,13.430495262145996,31.219959259033203,7
error_only,46,3,13.307348489761353,54.72373962402344,7
error_only,46,4,13.128951787948608,68.24755668640137,7
error_only,46,5,12.965902090072632,36.12828254699707,7
error_only,46,6,12.901427745819092,42.444467544555664,7
error_only,46,7,12.858326435089111,37.786245346069336,7
error_only,46,8,12.848162651062012,37.613868713378906,7
error_only,46,9,12.803192138671875,42.36626625061035,7
error_only,46,10,12.721046209335327,52.26707458496094,7
error_only,46,11,12.656570672988892,57.98959732055664,7
error_only,46,12,12.54050612449646,50.91118812561035,7
error_only,46,13,12.362937927246094,49.81589317321777,7
error_only,46,14,12.23088026046753,46.52810096740723,7
error_only,46,15,12.104864120483398,52.004098892211914,7
error_only,46,16,11.999434232711792,58.66885185241699,7
error_only,46,17,11.94919228553772,33.51545333862305,7
error_only,46,18,11.826702356338501,43.08819770812988,7
error_only,46,19,11.752737760543823,32.61876106262207,7
error_only,46,20,11.73291563987732,46.12326622009277,7
error_only,46,21,11.666362285614014,31.87727928161621,7
error_only,46,22,11.646534204483032,39.08395767211914,7
error_only,46,23,11.666640043258667,27.25696563720703,7
error_only,46,24,11.755905151367188,54.99696731567383,7
error_only,46,25,11.857786178588867,30.724763870239258,7
error_only,46,26,11.882085800170898,33.782243728637695,7
error_only,46,27,11.97905421257019,33.615827560424805,7
error_only,46,28,12.148635387420654,54.63266372680664,7
error_only,46,29,12.148205041885376,51.76854133605957,7
ours,46,1,13.458311557769775,0.0,0
ours,46,2,13.421915769577026,0.0,0
ours,46,3,13.2928466796875,0.0,0
ours,46,4,13.10925006866455,0.0,0
ours,46,5,12.952322959899902,23.989200592041016,1
ours,46,6,12.887227535247803,18.42951774597168,1
ours,46,7,12.851438522338867,16.66998863220215,1
ours,46,8,12.84587025642395,19.28257942199707,1
ours,46,9,12.8044593334198,25.44403076171875,2
ours,46,10,12.722461223602295,32.54413604736328,2
ours,46,11,12.647457122802734,24.525165557861328,2
ours,46,12,12.529170513153076,40.46010971069336,2
ours,46,13,12.36560583114624,40.14301300048828,3
ours,46,14,12.242987155914307,16.646385192871094,1
ours,46,15,12.106328010559082,32.26161003112793,2
ours,46,16,11.988928318023682,28.595447540283203,2
ours,46,17,11.935957670211792,38.95711898803711,2
ours,46,18,11.813089847564697,39.115190505981445,2
ours,46,19,11.744495630264282,44.222354888916016,2
ours,46,20,11.73182487487793,64.14270401000977,3
ours,46,21,11.659730672836304,33.24770927429199,2
ours,46,22,11.640625,75.90246200561523,4
ours,46,23,11.664513349533081,45.784711837768555,3
ours,46,24,11.765273809432983,87.9678726196289,5
ours,46,25,11.87953233718872,88.90700340270996,4
ours,46,26,11.910034418106079,72.38101959228516,5
ours,46,27,12.008399963378906,29.073238372802734,3
ours,46,28,12.179908752441406,38.2542610168457,3
ours,46,29,12.181627750396729,66.95008277893066,5
random,46,1,13.462677001953125,45.89581489562988,7
random,46,2,13.427896499633789,28.380632400512695,7
random,46,3,13.299117088317871,32.929182052612305,7
random,46,4,13.124103546142578,26.524066925048828,7
random,46,5,12.959829568862915,30.5328369140625,7
random,46,6,12.89721131324768,31.00132942199707,7
random,46,7,12.851812839508057,31.195878982543945,7
random,46,8,12.844651937484741,24.549484252929688,7
random,46,9,12.804409265518188,30.759572982788086,7
random,46,10,12.725694179534912,32.13906288146973,7
random,46,11,12.663296461105347,41.47768020629883,7
random,46,12,12.539992332458496,28.188467025756836,7
random,46,13,12.36116647720337,27.057170867919922,7
random,46,14,12.241103649139404,20.595073699951172,7
random,46,15,12.111594676971436,26.95775032043457,7
random,46,16,11.98931336402893,28.86366844177246,7
random,46,17,11.93454623222351,24.085283279418945,7
random,46,18,11.799412965774536,24.146556854248047,7
random,46,19,11.73173189163208,32.98544883728027,7
random,46,20,11.713844537734985,30.333518981933594,7
random,46,21,11.653804779052734,29.285192489624023,7
random,46,22,11.632941961288452,30.29346466064453,7
random,46,23,11.654812097549438,24.06144142150879,7
random,46,24,11.750719547271729,33.22291374206543,7
random,46,25,11.858655214309692,29.927492141723633,7
random,46,26,11.89037561416626,31.026601791381836,7
random,46,27,11.991705894470215,24.581432342529297,7
random,46,28,12.170031070709229,42.8013801574707,7
random,46,29,12.166589498519897,31.128883361816406,7
grad_norm,46,1,13.463178873062134,22.367477416992188,3
grad_norm,46,2,13.43103289604187,28.519153594970703,7
grad_norm,46,3,13.310035467147827,25.1007080078125,7
grad_norm,46,4,13.137106895446777,24.31511878967285,7
grad_norm,46,5,12.967524528503418,25.705814361572266,7
grad_norm,46,6,12.8959059715271,29.90126609802246,7
grad_norm,46,7,12.849111557006836,34.91473197937012,7
grad_norm,46,8,12.841733694076538,30.237913131713867,7
grad_norm,46,9,12.795908451080322,26.469945907592773,7
grad_norm,46,10,12.734184265136719,26.775121688842773,7
grad_norm,46,11,12.667067050933838,37.26601600646973,7
grad_norm,46,12,12.540607452392578,27.918577194213867,7
grad_norm,46,13,12.360700368881226,27.868270874023438,7
grad_norm,46,14,12.232019901275635,24.02782440185547,7
grad_norm,46,15,12.105317115783691,26.14426612854004,7
grad_norm,46,16,11.98986530303955,19.740581512451172,7
grad_norm,46,17,11.941523551940918,27.02617645263672,7
grad_norm,46,18,11.818583011627197,27.159929275512695,7
grad_norm,46,19,11.750560998916626,20.188570022583008,7
grad_norm,46,20,11.73635482788086,32.43541717529297,7
grad_norm,46,21,11.66788101196289,25.625944137573242,7
grad_norm,46,22,11.653374433517456,22.41230010986328,7
grad_norm,46,23,11.67536735534668,31.392335891723633,7
grad_norm,46,24,11.760871410369873,29.957294464111328,7
grad_norm,46,25,11.853576898574829,27.862548828125,7
grad_norm,46,26,11.878641843795776,27.20808982849121,7
grad_norm,46,27,11.979873180389404,26.144742965698242,7
grad_norm,46,28,12.160948514938354,26.303529739379883,7
grad_norm,46,29,12.160426378250122,22.054433822631836,7
importance,46,1,13.463191986083984,19.83332633972168,2
importance,46,2,13.433854579925537,23.13685417175293,7
importance,46,3,13.303788900375366,23.106813430786133,7
importance,46,4,13.122018575668335,30.805110931396484,7
importance,46,5,12.962530851364136,29.756546020507812,7
importance,46,6,12.90062665939331,29.0372371673584,7
importance,46,7,12.86240816116333,27.51898765563965,7
importance,46,8,12.852143049240112,26.10015869140625,7
importance,46,9,12.796788215637207,30.723094940185547,7
importance,46,10,12.720434665679932,29.83856201171875,7
importance,46,11,12.648618221282959,35.66765785217285,7
importance,46,12,12.524319887161255,22.339820861816406,7
importance,46,13,12.341537475585938,32.84931182861328,7
importance,46,14,12.21578598022461,23.543834686279297,7
importance,46,15,12.083098888397217,26.767492294311523,7
importance,46,16,11.966438293457031,28.957128524780273,7
importance,46,17,11.913264989852905,22.498369216918945,7
importance,46,18,11.794570684432983,27.207374572753906,7
importance,46,19,11.724891662597656,25.885343551635742,7
importance,46,20,11.715377569198608,29.462099075317383,7
importance,46,21,11.649985313415527,24.292469024658203,7
importance,46,22,11.627838611602783,24.303674697875977,7
importance,46,23,11.646664142608643,29.843568801879883,7
importance,46,24,11.741255521774292,34.74760055541992,7
importance,46,25,11.842724084854126,25.6805419921875,7
importance,46,26,11.868562698364258,35.59613227844238,7
importance,46,27,11.96134328842163,33.85615348815918,7
importance,46,28,12.131412029266357,38.30218315124512,7
importance,46,29,12.132657766342163,31.488895416259766,7
