experiment,variant,beta,seed,domain,budget_fraction,realized_delta_q,oracle_delta_q,ose,ndcg
ablation,B2,0.9,42,tum_fr1_desk_val,0.1,0.05306234583258629,0.14877355098724365,0.35666515932314097,0.3838752839049028
ablation,B2,0.9,42,tum_fr1_desk_val,0.2,0.1867445707321167,0.22372642159461975,0.8347005286817778,0.5353709373151184
ablation,B2,0.9,42,tum_fr1_desk_val,0.4,0.26380670070648193,0.37412458658218384,0.705130598513139,0.6203145245313444
ablation,B2,0.9,42,tum_fr1_desk_val,0.6,0.3261391520500183,0.4049728810787201,0.8053357625526154,0.6660694948534839
ablation,B2,0.9,42,tum_fr1_desk_val,0.8,0.4076228439807892,0.44048771262168884,0.9253897964617608,0.6805916872128321
ablation,B2,0.9,42,tum_fr2_xyz,0.1,0.0747782289981842,0.09468899667263031,0.7897245057888935,0.684069561018027
ablation,B2,0.9,42,tum_fr2_xyz,0.2,0.09795888513326645,0.14344912767410278,0.6828823562245171,0.6684974309559377
ablation,B2,0.9,42,tum_fr2_xyz,0.4,0.16796359419822693,0.23647519946098328,0.7102799256678097,0.7933841184736002
ablation,B2,0.9,42,tum_fr2_xyz,0.6,0.17411351203918457,0.23266978561878204,0.7483288132700342,0.8339452860874934
ablation,B2,0.9,42,tum_fr2_xyz,0.8,0.18181881308555603,0.2437291443347931,0.745987133060843,0.8480810683263317
ablation,B2,0.9,43,tum_fr1_desk_val,0.1,0.12577305734157562,0.22852715849876404,0.5503636970947542,0.7259943537602894
ablation,B2,0.9,43,tum_fr1_desk_val,0.2,0.26018136739730835,0.3096950054168701,0.8401212626786612,0.795008988233768
ablation,B2,0.9,43,tum_fr1_desk_val,0.4,0.30881041288375854,0.436788409948349,0.7070022893928276,0.8117582042654732
ablation,B2,0.9,43,tum_fr1_desk_val,0.6,0.4650680124759674,0.4868185222148895,0.955321093385736,0.8236180468662458
ablation,B2,0.9,43,tum_fr1_desk_val,0.8,0.5197800993919373,0.5047381520271301,1.0298014663769341,0.8505016991101026
ablation,B2,0.9,43,tum_fr2_xyz,0.1,0.04288620129227638,0.08183559775352478,0.5240530677238016,0.5655172468465169
ablation,B2,0.9,43,tum_fr2_xyz,0.2,0.11156393587589264,0.19038072228431702,0.5860043426520791,0.6105264305142744
ablation,B2,0.9,43,tum_fr2_xyz,0.4,0.1743624210357666,0.337510347366333,0.5166135415705599,0.6152039658494624
ablation,B2,0.9,43,tum_fr2_xyz,0.6,0.3364129066467285,0.3901675343513489,0.8622267831272662,0.6946754147065118
ablation,B2,0.9,43,tum_fr2_xyz,0.8,0.427410364151001,0.47540831565856934,0.8990384498608051,0.7553566583591211
ablation,B2,0.9,44,tum_fr1_desk_val,0.1,0.14109469950199127,0.17743204534053802,0.7952041091514949,0.8147149091414477
ablation,B2,0.9,44,tum_fr1_desk_val,0.2,0.15447059273719788,0.22170570492744446,0.6967370813501583,0.8016148601910761
ablation,B2,0.9,44,tum_fr1_desk_val,0.4,0.24477484822273254,0.36898475885391235,0.6633738541106103,0.8286921476869995
ablation,B2,0.9,44,tum_fr1_desk_val,0.6,0.3367002010345459,0.5344743728637695,0.6299650868774497,0.8488864831007121
ablation,B2,0.9,44,tum_fr1_desk_val,0.8,0.398575097322464,0.5601627826690674,0.7115344013181073,0.8618888553319606
ablation,B2,0.9,44,tum_fr2_xyz,0.1,0.0445224829018116,0.10548802465200424,0.4220619243565146,0.7757347911212776
ablation,B2,0.9,44,tum_fr2_xyz,0.2,0.09262783825397491,0.19699403643608093,0.4702062825235181,0.8027804000208465
ablation,B2,0.9,44,tum_fr2_xyz,0.4,0.16191869974136353,0.302217960357666,0.5357679410980676,0.7508304460586912
ablation,B2,0.9,44,tum_fr2_xyz,0.6,0.29286545515060425,0.3939777612686157,0.7433552766379993,0.8036807601622281
ablation,B2,0.9,44,tum_fr2_xyz,0.8,0.37443235516548157,0.4344448447227478,0.8618639422129541,0.8436850123831381
ablation,B2,0.9,45,tum_fr1_desk_val,0.1,0.050230249762535095,0.4239445924758911,0.11848305054288688,0.03540039653132117
ablation,B2,0.9,45,tum_fr1_desk_val,0.2,0.2047848105430603,0.5745325684547424,0.3564372469422842,0.20870827295609698
ablation,B2,0.9,45,tum_fr1_desk_val,0.4,0.4266049265861511,0.8934377431869507,0.47748701581550984,0.34537681281764177
ablation,B2,0.9,45,tum_fr1_desk_val,0.6,0.49478572607040405,1.0196146965026855,0.48526734943588307,0.3894093690638224
ablation,B2,0.9,45,tum_fr1_desk_val,0.8,0.7068386077880859,1.098691701889038,0.6433457175833077,0.4536598826293276
ablation,B2,0.9,45,tum_fr2_xyz,0.1,0.06322695314884186,0.07897429913282394,0.8006015353993513,0.5456360525124605
ablation,B2,0.9,45,tum_fr2_xyz,0.2,0.11442067474126816,0.17670920491218567,0.6475082513276326,0.7157521560478738
ablation,B2,0.9,45,tum_fr2_xyz,0.4,0.13296814262866974,0.404036283493042,0.32909950113419606,0.7826585676659521
ablation,B2,0.9,45,tum_fr2_xyz,0.6,0.2072892189025879,0.483527272939682,0.42870221850221085,0.8076743474956728
ablation,B2,0.9,45,tum_fr2_xyz,0.8,0.2605910003185272,0.5111280679702759,0.5098350326465172,0.8296645297272084
ablation,B2,0.9,46,tum_fr1_desk_val,0.1,0.03237529098987579,0.2551996409893036,0.1268625990057987,0.08947684292310551
ablation,B2,0.9,46,tum_fr1_desk_val,0.2,0.05868542939424515,0.33358636498451233,0.175922740840269,0.1350795436054349
ablation,B2,0.9,46,tum_fr1_desk_val,0.4,0.27877113223075867,0.5427982211112976,0.5135815046044213,0.3393594471016499
ablation,B2,0.9,46,tum_fr1_desk_val,0.6,0.35308122634887695,0.6048338413238525,0.5837656499814904,0.388909574621303
ablation,B2,0.9,46,tum_fr1_desk_val,0.8,0.5976654291152954,0.6498000621795654,0.9197681790194335,0.49733592250574027
ablation,B2,0.9,46,tum_fr2_xyz,0.1,0.028163358569145203,0.06018306314945221,0.4679614565246166,0.2903898705478911
ablation,B2,0.9,46,tum_fr2_xyz,0.2,0.04710858315229416,0.09243206679821014,0.5096562230786789,0.3545168448659169
ablation,B2,0.9,46,tum_fr2_xyz,0.4,0.07593094557523727,0.17216911911964417,0.4410253218070887,0.37695804129570043
ablation,B2,0.9,46,tum_fr2_xyz,0.6,0.14152756333351135,0.23603671789169312,0.5995997512660494,0.4395225456801005
ablation,B2,0.9,46,tum_fr2_xyz,0.8,0.14782525599002838,0.2549758553504944,0.5797617581837604,0.48902713187718794
ablation,B2_static,,42,tum_fr1_desk_val,0.1,0.05306234583258629,0.14877355098724365,0.35666515932314097,0.3838752839049028
ablation,B2_static,,42,tum_fr1_desk_val,0.2,0.1867445707321167,0.22372642159461975,0.8347005286817778,0.5320208192991787
ablation,B2_static,,42,tum_fr1_desk_val,0.4,0.2695666551589966,0.37412458658218384,0.7205264171926236,0.6245416387862522
ablation,B2_static,,42,tum_fr1_desk_val,0.6,0.3261391520500183,0.4049728810787201,0.8053357625526154,0.664056931877727
ablation,B2_static,,42,tum_fr1_desk_val,0.8,0.4061662256717682,0.44048771262168884,0.9220829657960807,0.6855850333293794
ablation,B2_static,,42,tum_fr2_xyz,0.1,0.0747782289981842,0.09468899667263031,0.7897245057888935,0.684069561018027
ablation,B2_static,,42,tum_fr2_xyz,0.2,0.09795888513326645,0.14344912767410278,0.6828823562245171,0.6684974309559377
ablation,B2_static,,42,tum_fr2_xyz,0.4,0.17530424892902374,0.23647519946098328,0.741321888787449,0.7920335621524136
ablation,B2_static,,42,tum_fr2_xyz,0.6,0.2073705792427063,0.23266978561878204,0.8912655752810852,0.8324207864186244
ablation,B2_static,,42,tum_fr2_xyz,0.8,0.18181881308555603,0.2437291443347931,0.745987133060843,0.8475569905680541
ablation,B2_static,,43,tum_fr1_desk_val,0.1,0.10980022698640823,0.22852715849876404,0.48046903004008507,0.6608171581395555
ablation,B2_static,,43,tum_fr1_desk_val,0.2,0.25844627618789673,0.3096950054168701,0.8345186823236752,0.761308313686668
ablation,B2_static,,43,tum_fr1_desk_val,0.4,0.30881041288375854,0.436788409948349,0.7070022893928276,0.7865471340893698
ablation,B2_static,,43,tum_fr1_desk_val,0.6,0.4381253719329834,0.4868185222148895,0.8999767735620793,0.8007931183068256
ablation,B2_static,,43,tum_fr1_desk_val,0.8,0.5197800993919373,0.5047381520271301,1.0298014663769341,0.8260563779466973
ablation,B2_static,,43,tum_fr2_xyz,0.1,0.04288620129227638,0.08183559775352478,0.5240530677238016,0.5655172468465169
ablation,B2_static,,43,tum_fr2_xyz,0.2,0.09905721247196198,0.19038072228431702,0.5203111222622501,0.547951634864068
ablation,B2_static,,43,tum_fr2_xyz,0.4,0.1743624210357666,0.337510347366333,0.5166135415705599,0.6112148609619906
ablation,B2_static,,43,tum_fr2_xyz,0.6,0.3364129066467285,0.3901675343513489,0.8622267831272662,0.6929512030852145
ablation,B2_static,,43,tum_fr2_xyz,0.8,0.427410364151001,0.47540831565856934,0.8990384498608051,0.7553216805359328
ablation,B2_static,,44,tum_fr1_desk_val,0.1,0.14109469950199127,0.17743204534053802,0.7952041091514949,0.8147149091414477
ablation,B2_static,,44,tum_fr1_desk_val,0.2,0.14475798606872559,0.22170570492744446,0.6529285278735335,0.7914043633755383
ablation,B2_static,,44,tum_fr1_desk_val,0.4,0.2404797226190567,0.36898475885391235,0.6517334668474267,0.8069708755709671
ablation,B2_static,,44,tum_fr1_desk_val,0.6,0.3367002010345459,0.5344743728637695,0.6299650868774497,0.8424523634048471
ablation,B2_static,,44,tum_fr1_desk_val,0.8,0.398575097322464,0.5601627826690674,0.7115344013181073,0.8558616594855615
ablation,B2_static,,44,tum_fr2_xyz,0.1,0.0445224829018116,0.10548802465200424,0.4220619243565146,0.6978921549314896
ablation,B2_static,,44,tum_fr2_xyz,0.2,0.09262783825397491,0.19699403643608093,0.4702062825235181,0.7505686417342127
ablation,B2_static,,44,tum_fr2_xyz,0.4,0.16799426078796387,0.302217960357666,0.5558711832693061,0.7156088071590471
ablation,B2_static,,44,tum_fr2_xyz,0.6,0.26474088430404663,0.3939777612686157,0.6719690896559369,0.7521464488424624
ablation,B2_static,,44,tum_fr2_xyz,0.8,0.37212857604026794,0.4344448447227478,0.8565611308200471,0.8029673213353762
ablation,B2_static,,45,tum_fr1_desk_val,0.1,0.050230249762535095,0.4239445924758911,0.11848305054288688,0.036063818213233276
ablation,B2_static,,45,tum_fr1_desk_val,0.2,0.2047848105430603,0.5745325684547424,0.3564372469422842,0.22701217237629057
ablation,B2_static,,45,tum_fr1_desk_val,0.4,0.40993282198905945,0.8934377431869507,0.45882639336294256,0.3661499605945405
ablation,B2_static,,45,tum_fr1_desk_val,0.6,0.584175705909729,1.0196146965026855,0.5729377010591308,0.4194224819464724
ablation,B2_static,,45,tum_fr1_desk_val,0.8,0.7868291735649109,1.098691701889038,0.7161510049184538,0.4816534545268158
ablation,B2_static,,45,tum_fr2_xyz,0.1,0.067080557346344,0.07897429913282394,0.8493972037605763,0.8016472515394577
ablation,B2_static,,45,tum_fr2_xyz,0.2,0.10885612666606903,0.17670920491218567,0.6160183933823954,0.7982894802512757
ablation,B2_static,,45,tum_fr2_xyz,0.4,0.13296814262866974,0.404036283493042,0.32909950113419606,0.8451522379987422
ablation,B2_static,,45,tum_fr2_xyz,0.6,0.21930065751075745,0.483527272939682,0.4535435026075132,0.8628964680633647
ablation,B2_static,,45,tum_fr2_xyz,0.8,0.2605910003185272,0.5111280679702759,0.5098350326465172,0.8782326674791466
ablation,B2_static,,46,tum_fr1_desk_val,0.1,0.028929123654961586,0.2551996409893036,0.11335879004072039,0.07871398267840893
ablation,B2_static,,46,tum_fr1_desk_val,0.2,0.05868542939424515,0.33358636498451233,0.175922740840269,0.13086360687673132
ablation,B2_static,,46,tum_fr1_desk_val,0.4,0.23934389650821686,0.5427982211112976,0.44094450348188546,0.29603028766045836
ablation,B2_static,,46,tum_fr1_desk_val,0.6,0.3744621276855469,0.6048338413238525,0.6191156908065396,0.37444650764107884
ablation,B2_static,,46,tum_fr1_desk_val,0.8,0.5084900259971619,0.6498000621795654,0.782533040188161,0.4213228705946023
ablation,B2_static,,46,tum_fr2_xyz,0.1,0.028163358569145203,0.06018306314945221,0.4679614565246166,0.32521362284317923
ablation,B2_static,,46,tum_fr2_xyz,0.2,0.047041866928339005,0.09243206679821014,0.5089344365921455,0.37275618576387654
ablation,B2_static,,46,tum_fr2_xyz,0.4,0.07365821301937103,0.17216911911964417,0.42782474068382087,0.39930463313648856
ablation,B2_static,,46,tum_fr2_xyz,0.6,0.14152756333351135,0.23603671789169312,0.5995997512660494,0.4594710094035349
ablation,B2_static,,46,tum_fr2_xyz,0.8,0.14782525599002838,0.2549758553504944,0.5797617581837604,0.5073425057884299
