config,base_type,beta,seed,domain,step,frame,n_samples,latency_ms,t_norm_per_cand_us,d_norm,mu_l2_shift,sigma_l2_shift,mean_mu,mean_sigma,overlap_20,per_frame_rho
B2_beta_0.80,sequential_stream,0.8,44,stream_tum_fr2_xyz,1,1,4,0.059752001106971875,14.938000276742969,0.7429395318031311,6.473133087158203,17.202566146850586,9.058829307556152,10.217705726623535,0.0,1.0
B2_beta_0.80,sequential_stream,0.8,44,stream_tum_fr2_xyz,2,2,4,0.06361399937304668,15.90349984326167,0.7296478152275085,6.3335137367248535,3.025059223175049,9.786873817443848,10.016068458557129,0.0,1.0
B2_beta_0.80,sequential_stream,0.8,44,stream_tum_fr2_xyz,3,3,4,0.06075100100133568,15.18775025033392,1.0644441843032837,8.965081214904785,15.592524528503418,8.72413444519043,8.255743026733398,0.0,0.0
B2_beta_0.80,sequential_stream,0.8,44,stream_tum_fr2_xyz,4,4,4,0.045468001189874485,11.367000297468621,0.5955588817596436,4.901637554168701,12.79019832611084,8.13079833984375,6.8152666091918945,0.0,0.0
B2_beta_0.80,sequential_stream,0.8,44,stream_tum_fr2_xyz,5,5,4,0.04264400195097551,10.661000487743877,0.48707911372184753,3.5693953037261963,4.058860778808594,7.644160270690918,6.3113250732421875,0.0,0.7999999999999999
B2_beta_0.80,sequential_stream,0.8,44,stream_tum_fr2_xyz,6,6,4,0.05842099926667288,14.60524981666822,4.003994464874268,40.37458419799805,35.71699905395508,11.523011207580566,9.859192848205566,0.0,1.0
B2_beta_0.80,sequential_stream,0.8,44,stream_tum_fr2_xyz,7,7,4,0.060719998145941645,15.179999536485411,1.0054054260253906,9.386425018310547,12.889510154724121,10.612150192260742,8.650131225585938,1.0,0.7999999999999999
B2_beta_0.80,sequential_stream,0.8,44,stream_tum_fr2_xyz,8,8,4,0.06149799810373224,15.37449952593306,1.3718587160110474,13.309845924377441,11.649141311645508,9.243610382080078,7.384142875671387,1.0,0.7999999999999999
B2_beta_0.80,sequential_stream,0.8,44,stream_tum_fr2_xyz,9,9,4,0.06265100091695786,15.662750229239464,1.0148475170135498,8.789447784423828,8.915281295776367,8.546268463134766,6.62980842590332,1.0,0.39999999999999997
B2_beta_0.90,sequential_stream,0.9,44,stream_tum_fr2_xyz,0,0,4,0.04750700099975802,11.876750249939505,0.20836132764816284,1.372828722000122,0.5984960198402405,9.598640441894531,12.033642768859863,1.0,-0.39999999999999997
B2_beta_0.90,sequential_stream,0.9,44,stream_tum_fr2_xyz,1,1,4,0.05838700235472061,14.596750588680152,0.3511570692062378,3.1336753368377686,8.57303237915039,9.247483253479004,11.110153198242188,0.0,0.7999999999999999
B2_beta_0.90,sequential_stream,0.9,44,stream_tum_fr2_xyz,2,2,4,0.06132700218586251,15.331750546465628,0.3466034233570099,2.9364964962005615,2.2830581665039062,9.592639923095703,10.920090675354004,0.0,1.0
B2_beta_0.90,sequential_stream,0.9,44,stream_tum_fr2_xyz,3,3,4,0.06342300184769556,15.85575046192389,0.5128017663955688,4.374199867248535,8.680378913879395,9.080693244934082,9.949524879455566,0.0,0.0
B2_beta_0.90,sequential_stream,0.9,44,stream_tum_fr2_xyz,4,4,4,0.046000997826922685,11.500249456730671,0.3333412706851959,2.7986316680908203,7.970911026000977,8.748370170593262,9.059908866882324,0.0,0.0
B2_beta_0.90,sequential_stream,0.9,44,stream_tum_fr2_xyz,5,5,4,0.04105500192963518,10.263750482408796,0.3054691553115845,2.3374686241149902,4.064727306365967,8.443293571472168,8.58347225189209,0.0,0.19999999999999998
B2_beta_0.90,sequential_stream,0.9,44,stream_tum_fr2_xyz,6,6,4,0.05925499863224104,14.81374965806026,1.9437332153320312,19.516855239868164,15.819514274597168,10.302804946899414,10.130191802978516,0.0,1.0
B2_beta_0.90,sequential_stream,0.9,44,stream_tum_fr2_xyz,7,7,4,0.06919400038896129,17.29850009724032,0.375149130821228,3.2871477603912354,6.497000217437744,9.96939468383789,9.498560905456543,1.0,0.7999999999999999
B2_beta_0.90,sequential_stream,0.9,44,stream_tum_fr2_xyz,8,8,4,0.060479000239865854,15.119750059966464,0.6208811402320862,5.857029914855957,6.521443843841553,9.349400520324707,8.780722618103027,1.0,1.0
B2_beta_0.90,sequential_stream,0.9,44,stream_tum_fr2_xyz,9,9,4,0.060482001572381705,15.120500393095426,0.4968344569206238,4.3327460289001465,5.64609432220459,8.990150451660156,8.263896942138672,1.0,0.39999999999999997
B2_beta_0.95,sequential_stream,0.95,44,stream_tum_fr2_xyz,0,0,4,0.04788800288224593,11.972000720561482,0.10418102145195007,0.6864171028137207,0.2992459535598755,9.497076988220215,12.014242172241211,1.0,-0.39999999999999997
B2_beta_0.95,sequential_stream,0.95,44,stream_tum_fr2_xyz,1,1,4,0.06257399945752695,15.643499864381738,0.1705004870891571,1.5416183471679688,4.279507637023926,9.32657527923584,11.553466796875,0.0,0.39999999999999997
B2_beta_0.95,sequential_stream,0.95,44,stream_tum_fr2_xyz,2,2,4,0.06019800275680609,15.049500689201523,0.16952639818191528,1.4150562286376953,1.3403689861297607,9.495200157165527,11.436269760131836,0.0,0.7999999999999999
B2_beta_0.95,sequential_stream,0.95,44,stream_tum_fr2_xyz,3,3,4,0.06024799949955195,15.061999874887988,0.2515239715576172,2.1652884483337402,4.591699123382568,9.244098663330078,10.925178527832031,0.0,0.0
B2_beta_0.95,sequential_stream,0.95,44,stream_tum_fr2_xyz,4,4,4,0.04406500011100434,11.016250027751084,0.17485764622688293,1.4871937036514282,4.441493988037109,9.069766998291016,10.431587219238281,0.0,0.0
B2_beta_0.95,sequential_stream,0.95,44,stream_tum_fr2_xyz,5,5,4,0.03995600127382204,9.98900031845551,0.168845996260643,1.320967674255371,2.662230968475342,8.901158332824707,10.124785423278809,0.0,0.19999999999999998
B2_beta_0.95,sequential_stream,0.95,44,stream_tum_fr2_xyz,6,6,4,0.0616489996900782,15.41224992251955,0.9534875750541687,9.556611061096191,7.212315559387207,9.80802059173584,10.82107925415039,0.0,0.7999999999999999
B2_beta_0.95,sequential_stream,0.95,44,stream_tum_fr2_xyz,7,7,4,0.06122100239736028,15.30525059934007,0.16299034655094147,1.3534339666366577,3.5187554359436035,9.666054725646973,10.470718383789062,1.0,0.7999999999999999
B2_beta_0.95,sequential_stream,0.95,44,stream_tum_fr2_xyz,8,8,4,0.06158199903438799,15.395499758596998,0.2952016592025757,2.732603073120117,3.6818387508392334,9.371224403381348,10.063193321228027,0.0,0.7999999999999999
B2_beta_0.95,sequential_stream,0.95,44,stream_tum_fr2_xyz,9,9,4,0.06406100146705285,16.015250366763212,0.24278944730758667,2.1246678829193115,3.3803727626800537,9.190507888793945,9.740655899047852,0.0,0.39999999999999997
B2_beta_0.80,sequential_stream,0.8,45,stream_tum_fr2_xyz,0,0,4,0.045366003178060055,11.341500794515014,0.7948029041290283,6.066512584686279,9.19547176361084,8.953956604003906,11.297836303710938,1.0,-0.6000000000000001
B2_beta_0.80,sequential_stream,0.8,45,stream_tum_fr2_xyz,1,1,4,0.06024399772286415,15.060999430716038,0.515250563621521,4.3389892578125,10.132104873657227,8.550243377685547,10.233467102050781,0.0,-1.0
B2_beta_0.80,sequential_stream,0.8,45,stream_tum_fr2_xyz,2,2,4,0.06296499850577675,15.741249626444187,0.28001755475997925,1.7721911668777466,5.947840213775635,8.820194244384766,9.678252220153809,0.0,0.7999999999999999
B2_beta_0.80,sequential_stream,0.8,45,stream_tum_fr2_xyz,3,3,4,0.06149899854790419,15.374749636976048,0.7413103580474854,5.924034595489502,13.000248908996582,8.08300495147705,8.149730682373047,0.0,0.0
B2_beta_0.80,sequential_stream,0.8,45,stream_tum_fr2_xyz,4,4,4,0.06044699694029987,15.111749235074967,0.6696416735649109,5.395760536193848,10.080239295959473,7.416943073272705,6.957376003265381,0.0,0.0
B2_beta_0.80,sequential_stream,0.8,45,stream_tum_fr2_xyz,5,5,4,0.0449740000476595,11.243500011914875,4.336184501647949,43.09793472290039,60.862632751464844,11.548593521118164,12.796521186828613,0.0,0.7999999999999999
B2_beta_0.80,sequential_stream,0.8,45,stream_tum_fr2_xyz,6,6,4,0.06403899897122756,16.00974974280689,0.2749137282371521,1.9062243700027466,9.35721206665039,11.273680686950684,11.730908393859863,0.0,1.0
B2_beta_0.80,sequential_stream,0.8,45,stream_tum_fr2_xyz,7,7,4,0.06385000233422033,15.962500583555084,1.1241838932037354,9.356234550476074,16.0800724029541,12.397546768188477,13.514362335205078,0.0,0.0
B2_beta_0.80,sequential_stream,0.8,45,stream_tum_fr2_xyz,8,8,4,0.047182998969219625,11.795749742304906,1.2529563903808594,11.401697158813477,17.944948196411133,11.15071964263916,11.604032516479492,1.0,-0.7999999999999999
B2_beta_0.80,sequential_stream,0.8,45,stream_tum_fr2_xyz,9,9,4,0.06050099909771234,15.125249774428084,1.0090075731277466,9.405710220336914,15.17590045928955,10.145857810974121,10.026511192321777,0.0,0.0
B2_beta_0.90,sequential_stream,0.9,45,stream_tum_fr2_xyz,0,0,4,0.07039400225039572,17.59850056259893,0.39740189909935,3.0332601070404053,4.59773588180542,9.174735069274902,11.64633846282959,1.0,-0.6000000000000001
B2_beta_0.90,sequential_stream,0.9,45,stream_tum_fr2_xyz,1,1,4,0.05928899918217212,14.82224979554303,0.2972925901412964,2.4683845043182373,5.51332950592041,8.950799942016602,11.079303741455078,0.0,-0.19999999999999998
B2_beta_0.90,sequential_stream,0.9,45,stream_tum_fr2_xyz,2,2,4,0.05995399988023564,14.98849997005891,0.10061345249414444,0.5300304889678955,3.8784830570220947,9.0457181930542,10.717111587524414,0.0,0.0
B2_beta_0.90,sequential_stream,0.9,45,stream_tum_fr2_xyz,3,3,4,0.06015699909767136,15.03924977441784,0.3929555118083954,3.2920050621032715,7.600644111633301,8.654571533203125,9.84896469116211,1.0,0.0
B2_beta_0.90,sequential_stream,0.9,45,stream_tum_fr2_xyz,4,4,4,0.05629699808196165,14.074249520490412,0.391956627368927,3.290194034576416,6.678772449493408,8.264383316040039,9.082863807678223,0.0,0.0
B2_beta_0.90,sequential_stream,0.9,45,stream_tum_fr2_xyz,5,5,4,0.045035001676296815,11.258750419074204,2.0923426151275635,20.744321823120117,28.456146240234375,10.245464324951172,11.789886474609375,0.0,0.7999999999999999
B2_beta_0.90,sequential_stream,0.9,45,stream_tum_fr2_xyz,6,6,4,0.06152599962661043,15.381499906652607,0.11906401813030243,0.7528953552246094,3.453148603439331,10.238320350646973,11.357742309570312,0.0,0.7999999999999999
B2_beta_0.90,sequential_stream,0.9,45,stream_tum_fr2_xyz,7,7,4,0.06268300057854503,15.670750144636258,0.6667423248291016,5.861268043518066,8.702967643737793,10.903789520263672,12.286785125732422,0.0,0.0
B2_beta_0.90,sequential_stream,0.9,45,stream_tum_fr2_xyz,8,8,4,0.04554500264930539,11.386250662326347,0.47739264369010925,4.1658148765563965,7.5774946212768555,10.4297513961792,11.454377174377441,1.0,-1.0
B2_beta_0.90,sequential_stream,0.9,45,stream_tum_fr2_xyz,9,9,4,0.0589340015721973,14.733500393049326,0.4329754114151001,3.8886313438415527,7.2262468338012695,9.99941635131836,10.680583000183105,1.0,0.0
B2_beta_0.95,sequential_stream,0.95,45,stream_tum_fr2_xyz,0,0,4,0.040449998778058216,10.112499694514554,0.19870060682296753,1.5166263580322266,2.298875331878662,9.285124778747559,11.820588111877441,1.0,-0.6000000000000001
B2_beta_0.95,sequential_stream,0.95,45,stream_tum_fr2_xyz,1,1,4,0.056414999562548473,14.103749890637118,0.15856324136257172,1.309108018875122,2.868849992752075,9.16763687133789,11.528358459472656,1.0,0.39999999999999997
B2_beta_0.95,sequential_stream,0.95,45,stream_tum_fr2_xyz,2,2,4,0.058970999816665426,14.742749954166356,0.039643820375204086,0.22800733149051666,2.1829121112823486,9.204255104064941,11.324810981750488,0.0,0.19999999999999998
B2_beta_0.95,sequential_stream,0.95,45,stream_tum_fr2_xyz,3,3,4,0.05849900117027573,14.624750292568933,0.2043442279100418,1.7575366497039795,4.125658988952637,9.000754356384277,10.860352516174316,0.0,0.6000000000000001
B2_beta_0.95,sequential_stream,0.95,45,stream_tum_fr2_xyz,4,4,4,0.05938100002822466,14.845250007056165,0.21327438950538635,1.8329588174819946,3.8380391597747803,8.788352012634277,10.42673397064209,0.0,0.0
B2_beta_0.95,sequential_stream,0.95,45,stream_tum_fr2_xyz,5,5,4,0.04498699854593724,11.24674963648431,1.0205974578857422,10.11113166809082,13.588883399963379,9.752694129943848,11.713052749633789,0.0,0.7999999999999999
B2_beta_0.95,sequential_stream,0.95,45,stream_tum_fr2_xyz,6,6,4,0.061951999668963253,15.487999917240813,0.0874306857585907,0.6164829730987549,1.6368016004562378,9.773758888244629,11.500822067260742,0.0,0.6000000000000001
B2_beta_0.95,sequential_stream,0.95,45,stream_tum_fr2_xyz,7,7,4,0.06244299947866239,15.610749869665597,0.35704317688941956,3.1996233463287354,4.365286350250244,10.129722595214844,11.9581880569458,0.0,0.0
B2_beta_0.95,sequential_stream,0.95,45,stream_tum_fr2_xyz,8,8,4,0.04710999928647652,11.77749982161913,0.200092613697052,1.6852366924285889,3.564706563949585,9.93140697479248,11.558415412902832,1.0,-1.0
B2_beta_0.95,sequential_stream,0.95,45,stream_tum_fr2_xyz,9,9,4,0.0611100003879983,15.277500096999574,0.19174931943416595,1.6690839529037476,3.5881826877593994,9.741157531738281,11.166316032409668,1.0,0.0
B2_beta_0.80,sequential_stream,0.8,46,stream_tum_fr2_xyz,0,0,4,0.04256100146449171,10.640250366122928,1.2822927236557007,9.91154956817627,7.452662467956543,10.642607688903809,12.888753890991211,1.0,-0.19999999999999998
B2_beta_0.80,sequential_stream,0.8,46,stream_tum_fr2_xyz,1,1,4,0.05975399835733697,14.938499589334242,0.25619423389434814,1.8752951622009277,1.2874363660812378,10.875128746032715,12.845333099365234,0.0,-0.7999999999999999
B2_beta_0.80,sequential_stream,0.8,46,stream_tum_fr2_xyz,2,2,4,0.06167200263007544,15.41800065751886,0.8617522716522217,7.9542717933654785,16.80776023864746,10.067832946777344,11.06094741821289,0.0,0.0
B2_beta_0.80,sequential_stream,0.8,46,stream_tum_fr2_xyz,3,3,4,0.06045900227036327,15.114750567590818,0.7071366906166077,5.581896781921387,13.786413192749023,9.36905574798584,9.467080116271973,0.0,0.0
B2_beta_0.80,sequential_stream,0.8,46,stream_tum_fr2_xyz,4,4,4,0.045618999138241634,11.404749784560408,0.09173399955034256,0.49815359711647034,6.561187267303467,9.27961540222168,8.666540145874023,0.0,0.6000000000000001
B2_beta_0.80,sequential_stream,0.8,46,stream_tum_fr2_xyz,5,5,4,0.06220900104381144,15.55225026095286,0.8640868663787842,6.787363529205322,10.890715599060059,8.415528297424316,7.409093856811523,1.0,0.0
B2_beta_0.80,sequential_stream,0.8,46,stream_tum_fr2_xyz,6,6,4,0.045045999286230654,11.261499821557663,0.909734308719635,8.238876342773438,6.587813377380371,9.142427444458008,7.966923236846924,1.0,0.0
B2_beta_0.80,sequential_stream,0.8,46,stream_tum_fr2_xyz,7,7,4,0.05677300214301795,14.193250535754487,3.0958855152130127,31.353914260864258,36.728206634521484,12.135997772216797,11.570530891418457,1.0,-0.39999999999999997
B2_beta_0.80,sequential_stream,0.8,46,stream_tum_fr2_xyz,8,8,4,0.06180800119182095,15.452000297955237,1.2992550134658813,12.102628707885742,17.881715774536133,10.843423843383789,9.685325622558594,0.0,0.0
B2_beta_0.80,sequential_stream,0.8,46,stream_tum_fr2_xyz,9,9,4,0.05398800203693099,13.497000509232748,1.0713913440704346,9.657901763916016,14.819360733032227,9.942322731018066,8.338763236999512,0.0,-0.7999999999999999
B2_beta_0.90,sequential_stream,0.9,46,stream_tum_fr2_xyz,0,0,4,0.04712200097856112,11.78050024464028,0.6411453485488892,4.955763816833496,3.726327657699585,10.019059181213379,12.44179630279541,1.0,-0.19999999999999998
B2_beta_0.90,sequential_stream,0.9,46,stream_tum_fr2_xyz,1,1,4,0.06276099884416908,15.69024971104227,0.19215582311153412,1.3947882652282715,0.7115327715873718,10.197672843933105,12.464781761169434,0.0,-0.7999999999999999
B2_beta_0.90,sequential_stream,0.9,46,stream_tum_fr2_xyz,2,2,4,0.06360200131894089,15.900500329735223,0.3790784776210785,3.4702308177948,8.12457275390625,9.861771583557129,11.61064338684082,0.0,0.0
B2_beta_0.90,sequential_stream,0.9,46,stream_tum_fr2_xyz,3,3,4,0.06523599950014614,16.308999875036534,0.3320658802986145,2.7143194675445557,7.476301193237305,9.532989501953125,10.758739471435547,0.0,0.0
B2_beta_0.90,sequential_stream,0.9,46,stream_tum_fr2_xyz,4,4,4,0.0464469994767569,11.611749869189225,0.062372565269470215,0.3999682068824768,4.490596771240234,9.471874237060547,10.229303359985352,0.0,0.6000000000000001
B2_beta_0.90,sequential_stream,0.9,46,stream_tum_fr2_xyz,5,5,4,0.060586000472540036,15.146500118135009,0.4512697160243988,3.5992696285247803,6.866369247436523,9.02060604095459,9.444304466247559,0.0,0.0
B2_beta_0.90,sequential_stream,0.9,46,stream_tum_fr2_xyz,6,6,4,0.048366000555688515,12.091500138922129,0.41164666414260864,3.609424114227295,1.5481621026992798,9.323546409606934,9.519698143005371,0.0,0.0
B2_beta_0.90,sequential_stream,0.9,46,stream_tum_fr2_xyz,7,7,4,0.040914997953223065,10.228749488305766,1.554531216621399,15.620707511901855,17.061344146728516,10.80221939086914,11.166223526000977,1.0,-0.39999999999999997
B2_beta_0.90,sequential_stream,0.9,46,stream_tum_fr2_xyz,8,8,4,0.06272300015552901,15.680750038882252,0.5164316892623901,4.549450874328613,8.290529251098633,10.289310455322266,10.26405143737793,0.0,0.0
B2_beta_0.90,sequential_stream,0.9,46,stream_tum_fr2_xyz,9,9,4,0.04782699761562981,11.956749403907452,0.4609570801258087,4.071903705596924,7.699345111846924,9.894171714782715,9.532896995544434,0.0,-0.39999999999999997
B2_beta_0.95,sequential_stream,0.95,46,stream_tum_fr2_xyz,0,0,4,0.048346999392379075,12.086749848094769,0.32057297229766846,2.4778854846954346,1.8631638288497925,9.707286834716797,12.218318939208984,1.0,-0.19999999999999998
B2_beta_0.95,sequential_stream,0.95,46,stream_tum_fr2_xyz,1,1,4,0.0696360002621077,17.409000065526925,0.11210604012012482,0.8158930540084839,0.40508291125297546,9.81218147277832,12.240984916687012,0.0,-0.7999999999999999
B2_beta_0.95,sequential_stream,0.95,46,stream_tum_fr2_xyz,2,2,4,0.06265299816732295,15.663249541830737,0.1745673567056656,1.5922539234161377,3.980922222137451,9.663505554199219,11.825104713439941,0.0,-0.6000000000000001
B2_beta_0.95,sequential_stream,0.95,46,stream_tum_fr2_xyz,3,3,4,0.06022399975336157,15.055999938340392,0.15585766732692719,1.3024702072143555,3.862332582473755,9.509026527404785,11.38843059539795,0.0,0.0
B2_beta_0.95,sequential_stream,0.95,46,stream_tum_fr2_xyz,4,4,4,0.045451000914908946,11.362750228727236,0.03067670576274395,0.2177926003932953,2.549774408340454,9.479668617248535,11.092228889465332,0.0,0.6000000000000001
B2_beta_0.95,sequential_stream,0.95,46,stream_tum_fr2_xyz,5,5,4,0.060171001678099856,15.042750419524964,0.22602397203445435,1.8238050937652588,3.8351662158966064,9.253643989562988,10.65658187866211,0.0,0.0
B2_beta_0.95,sequential_stream,0.95,46,stream_tum_fr2_xyz,6,6,4,0.04709399945568293,11.773499863920733,0.1975996345281601,1.6959971189498901,0.3644914925098419,9.393463134765625,10.63366413116455,0.0,0.0
B2_beta_0.95,sequential_stream,0.95,46,stream_tum_fr2_xyz,7,7,4,0.04142499892623164,10.35624973155791,0.7797443270683289,7.793605804443359,8.046348571777344,10.129303932189941,11.401229858398438,0.0,0.39999999999999997
B2_beta_0.95,sequential_stream,0.95,46,stream_tum_fr2_xyz,8,8,4,0.06145999941509217,15.364999853773043,0.22462159395217896,1.9072442054748535,4.186391830444336,9.906494140625,10.938393592834473,1.0,0.0
B2_beta_0.95,sequential_stream,0.95,46,stream_tum_fr2_xyz,9,9,4,0.05829899964737706,14.574749911844265,0.21132655441761017,1.7966961860656738,4.089234352111816,9.72806453704834,10.53909969329834,0.0,-0.39999999999999997
